"continent" "status" "order" "family" "genus" "species" "mass.grams"
"5043" "SA" "extant" "Didelphimorphia" "Didelphidae" "Didelphis" "albiventris" 904
"5044" "SA" "extant" "Didelphimorphia" "Didelphidae" "Didelphis" "marsupialis" 1091.2
"5045" "SA" "extant" "Didelphimorphia" "Didelphidae" "Didelphis" "aurita" 1164
"5046" "SA" "extant" "Didelphimorphia" "Didelphidae" "Glironia" "venusta" 114
"5047" "SA" "extant" "Didelphimorphia" "Didelphidae" "Gracilinanus" "aceramarcae" 20.5
"5048" "SA" "extant" "Didelphimorphia" "Didelphidae" "Gracilinanus" "agilis" 22
"5049" "SA" "extant" "Didelphimorphia" "Didelphidae" "Gracilinanus" "dryas" 18
"5050" "SA" "extant" "Didelphimorphia" "Didelphidae" "Gracilinanus" "emiliae" 7.6
"5051" "SA" "extant" "Didelphimorphia" "Didelphidae" "Gracilinanus" "marica" 23.8
"5052" "SA" "extant" "Didelphimorphia" "Didelphidae" "Gracilinanus" "microtarsus" 31
"5053" "SA" "extant" "Didelphimorphia" "Didelphidae" "Lestodelphys" "halli" 76
"5054" "SA" "extant" "Didelphimorphia" "Didelphidae" "Lutreolina" "crassicaudata" 537.3
"5055" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosa" "lepida" 14
"5056" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosa" "mexicana" 49.5
"5057" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosa" "robinsoni" 56.7
"5058" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosa" "andersoni" 47.4
"5059" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosa" "murina" 26
"5060" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosa" "rubra" 63
"5061" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosa" "tyleriana" 32.4
"5062" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosa" "xerophila" 46.2
"5063" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosops" "fuscatus" 60
"5064" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosops" "incanus" 62.3
"5065" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosops" "parvidens" 15
"5066" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosops" "cracens" 25.5
"5067" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosops" "dorothea" 37.5
"5068" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosops" "handleyi" 30.7
"5069" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosops" "impavidus" 40.5
"5070" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosops" "invictus" 29.2
"5071" "SA" "extant" "Didelphimorphia" "Didelphidae" "Marmosops" "noctivagus" 21
"5072" "SA" "extant" "Didelphimorphia" "Didelphidae" "Metachirus" "nudicaudatus" 375
"5073" "SA" "extant" "Didelphimorphia" "Didelphidae" "Micoureus" "alstoni" 132.3
"5074" "SA" "extant" "Didelphimorphia" "Didelphidae" "Micoureus" "constantiae" 90
"5075" "SA" "extant" "Didelphimorphia" "Didelphidae" "Micoureus" "demerarae" 75.8
"5076" "SA" "extant" "Didelphimorphia" "Didelphidae" "Micoureus" "regina" 118.6
"5077" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "americana" 19.5
"5078" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "brevicaudata" 69.6
"5079" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "dimidiata" 58
"5080" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "emiliae" 40
"5081" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "adusta" 35
"5082" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "domestica" 71.4
"5083" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "iheringi" 112
"5084" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "kunsi" 11.3
"5085" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "osgoodi" 112
"5086" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "rubida" 45.5
"5087" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "scalops" 741
"5088" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "sorex" 48
"5089" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "theresa" 112
"5090" "SA" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "unistriata" 55.3
"5091" "SA" "extant" "Didelphimorphia" "Didelphidae" "Philander" "andersoni" 325
"5092" "SA" "extant" "Didelphimorphia" "Didelphidae" "Philander" "opossum" 421
"5093" "SA" "extant" "Didelphimorphia" "Didelphidae" "Thylamys" "pusilla" 41
"5094" "SA" "extant" "Didelphimorphia" "Didelphidae" "Thylamys" "elegans" 28.9
"5095" "SA" "extant" "Didelphimorphia" "Didelphidae" "Thylamys" "macrura" 20.7
"5096" "SA" "extant" "Didelphimorphia" "Didelphidae" "Thylamys" "pallidior" 14.9
"5097" "SA" "extant" "Didelphimorphia" "Didelphidae" "Thylamys" "velutinus" 20.7
"5098" "SA" "extant" "Insectivora" "Soricidae" "Cryptotis" "thomasi" 12.6
"5099" "SA" "extant" "Insectivora" "Soricidae" "Cryptotis" "avia" 11
"5100" "SA" "extant" "Insectivora" "Soricidae" "Cryptotis" "meridensis" 12
"5101" "SA" "extant" "Insectivora" "Soricidae" "Cryptotis" "montivaga" 11.3
"5102" "SA" "extant" "Insectivora" "Soricidae" "Cryptotis" "nigrescens" 9.9
"5103" "SA" "extant" "Insectivora" "Soricidae" "Cryptotis" "squamipes" 11
"5104" "SA" "extant" "Lagomorpha" "Leporidae" "Sylvilagus" "brasiliensis" 950
"5105" "SA" "extant" "Lagomorpha" "Leporidae" "Sylvilagus" "floridanus" 1172.8
"5106" "SA" "extinct" "Litopterna" "Macraucheniidae" "Macrauchenia" "patachonica" 988000
"5107" "SA" "extinct" "Litopterna" "Macraucheniidae" "Windhausenia" "spp." 7e+05
"5108" "SA" "extant" "Microbiotheria" "Microbiotheriidae" "Dromiciops" "gliroides" 22.3
"5109" "SA" "extinct" "Notoungulata" "Toxodontidae" "Mixotoxodon" "spp." 1e+06
"5110" "SA" "extinct" "Notoungulata" "Toxodontidae" "Toxodon" "burmeisteri" 1100000
"5111" "SA" "extinct" "Notoungulata" "Toxodontidae" "Toxodon" "paradoxus" 1e+06
"5112" "SA" "extinct" "Notoungulata" "Toxodontidae" "Toxodon" "bilobidens" 1100000
"5113" "SA" "extinct" "Notoungulata" "Toxodontidae" "Toxodon" "platensis" 1642000
"5114" "SA" "extant" "Paucituberculata" "Caenolestidae" "Caenolestes" "fuliginosus" 27.8
"5115" "SA" "extant" "Paucituberculata" "Caenolestidae" "Caenolestes" "caniventer" 40
"5116" "SA" "extant" "Paucituberculata" "Caenolestidae" "Caenolestes" "convelatus" 40
"5117" "SA" "extant" "Paucituberculata" "Caenolestidae" "Lestoros" "inca" 21.1
"5118" "SA" "extant" "Paucituberculata" "Caenolestidae" "Rhyncholestes" "raphanurus" 21
"5119" "SA" "extinct" "Perissodactyla" "Equidae" "Equus" "santaeelenae" 350000
"5120" "SA" "extinct" "Perissodactyla" "Equidae" "Equus" "lasallei" 350000
"5121" "SA" "extinct" "Perissodactyla" "Equidae" "Equus" "neogeus" 378000
"5122" "SA" "extinct" "Perissodactyla" "Equidae" "Equus" "andium" 220000
"5123" "SA" "extinct" "Perissodactyla" "Equidae" "Equus" "insulatus" 351000
"5124" "SA" "extinct" "Perissodactyla" "Equidae" "Hippidion" "saldiasi" 265000
"5125" "SA" "extinct" "Perissodactyla" "Equidae" "Hippidion" "principale" 511000
"5126" "SA" "extinct" "Perissodactyla" "Equidae" "Onohippidium" "spp." 310700
"5127" "SA" "extant" "Perissodactyla" "Tapiridae" "Tapirus" "terrestris" 207500.9
"5128" "SA" "extant" "Perissodactyla" "Tapiridae" "Tapirus" "bairdii" 299999.1
"5129" "SA" "extant" "Perissodactyla" "Tapiridae" "Tapirus" "pinchaque" 148949.8
"5130" "SA" "extant" "Primates" "Callitrichidae" "Callimico" "goeldii" 480
"5131" "SA" "extant" "Primates" "Callitrichidae" "Callithrix" "argentata" 440
"5132" "SA" "extant" "Primates" "Callitrichidae" "Callithrix" "aurita" 342
"5133" "SA" "extant" "Primates" "Callitrichidae" "Callithrix" "flaviceps" 342
"5134" "SA" "extant" "Primates" "Callitrichidae" "Callithrix" "geoffroyi" 342
"5135" "SA" "extant" "Primates" "Callitrichidae" "Callithrix" "humeralifer" 350
"5136" "SA" "extant" "Primates" "Callitrichidae" "Callithrix" "jacchus" 292
"5137" "SA" "extant" "Primates" "Callitrichidae" "Callithrix" "kuhlii" 342
"5138" "SA" "extant" "Primates" "Callitrichidae" "Callithrix" "penicillata" 342
"5139" "SA" "extant" "Primates" "Callitrichidae" "Callithrix" "pygmaea" 125
"5140" "SA" "extant" "Primates" "Callitrichidae" "Leontopithecus" "chrysomela" 700
"5141" "SA" "extant" "Primates" "Callitrichidae" "Leontopithecus" "chrysopygus" 700
"5142" "SA" "extant" "Primates" "Callitrichidae" "Leontopithecus" "rosalia" 535.5
"5143" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "bicolor" 465
"5144" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "fuscicollis" 387
"5145" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "geoffroyi" 486.5
"5146" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "imperator" 400
"5147" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "inustus" 410.5
"5148" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "labiatus" 575
"5149" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "leucopus" 440
"5150" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "midas" 540
"5151" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "mystax" 618
"5152" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "nigricollis" 462
"5153" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "oedipus" 430
"5154" "SA" "extant" "Primates" "Callitrichidae" "Saguinus" "tripartitus" 393.5
"5155" "SA" "extant" "Primates" "Cebidae" "Alouatta" "fusca" 8000
"5156" "SA" "extant" "Primates" "Cebidae" "Alouatta" "palliata" 7274.9
"5157" "SA" "extant" "Primates" "Cebidae" "Alouatta" "seniculus" 6145.5
"5158" "SA" "extant" "Primates" "Cebidae" "Alouatta" "belzebul" 6400
"5159" "SA" "extant" "Primates" "Cebidae" "Alouatta" "caraya" 5862.5
"5160" "SA" "extant" "Primates" "Cebidae" "Alouatta" "sara" 6611
"5161" "SA" "extant" "Primates" "Cebidae" "Aotus" "nigriceps" 1060
"5162" "SA" "extant" "Primates" "Cebidae" "Aotus" "trivirgatus" 900
"5163" "SA" "extant" "Primates" "Cebidae" "Aotus" "azarai" 962.9
"5164" "SA" "extant" "Primates" "Cebidae" "Aotus" "brumbacki" 800
"5165" "SA" "extant" "Primates" "Cebidae" "Aotus" "hershkovitzi" 800
"5166" "SA" "extant" "Primates" "Cebidae" "Aotus" "infulatus" 800
"5167" "SA" "extant" "Primates" "Cebidae" "Aotus" "lemurinus" 873
"5168" "SA" "extant" "Primates" "Cebidae" "Aotus" "miconax" 800
"5169" "SA" "extant" "Primates" "Cebidae" "Aotus" "nancymaae" 788
"5170" "SA" "extant" "Primates" "Cebidae" "Aotus" "vociferans" 873
"5171" "SA" "extant" "Primates" "Cebidae" "Ateles" "belzebuth" 5000
"5172" "SA" "extant" "Primates" "Cebidae" "Ateles" "paniscus" 7900.1
"5173" "SA" "extant" "Primates" "Cebidae" "Ateles" "chamek" 6000
"5174" "SA" "extant" "Primates" "Cebidae" "Ateles" "marginatus" 6000
"5175" "SA" "extant" "Primates" "Cebidae" "Ateles" "fusciceps" 9100
"5176" "SA" "extant" "Primates" "Cebidae" "Brachyteles" "arachnoides" 13499.9
"5177" "SA" "extant" "Primates" "Cebidae" "Cacajao" "calvus" 5796
"5178" "SA" "extant" "Primates" "Cebidae" "Cacajao" "melanocephalus" 3800
"5179" "SA" "extinct" "Primates" "Cebidae" "Caipora" "bambuiorum" 20500
"5180" "SA" "extant" "Primates" "Cebidae" "Callicebus" "moloch" 854.7
"5181" "SA" "extant" "Primates" "Cebidae" "Callicebus" "torquatus" 1050
"5182" "SA" "extant" "Primates" "Cebidae" "Callicebus" "brunneus" 992.4
"5183" "SA" "extant" "Primates" "Cebidae" "Callicebus" "caligatus" 992.4
"5184" "SA" "extant" "Primates" "Cebidae" "Callicebus" "cinerascens" 992.4
"5185" "SA" "extant" "Primates" "Cebidae" "Callicebus" "cupreus" 915
"5186" "SA" "extant" "Primates" "Cebidae" "Callicebus" "donacophilus" 795
"5187" "SA" "extant" "Primates" "Cebidae" "Callicebus" "dubius" 992.4
"5188" "SA" "extant" "Primates" "Cebidae" "Callicebus" "hoffmannsi" 992.4
"5189" "SA" "extant" "Primates" "Cebidae" "Callicebus" "modestus" 992.4
"5190" "SA" "extant" "Primates" "Cebidae" "Callicebus" "oenanthe" 992.4
"5191" "SA" "extant" "Primates" "Cebidae" "Callicebus" "olallae" 992.4
"5192" "SA" "extant" "Primates" "Cebidae" "Callicebus" "personatus" 1350
"5193" "SA" "extant" "Primates" "Cebidae" "Cebus" "albifrons" 2629
"5194" "SA" "extant" "Primates" "Cebidae" "Cebus" "capucinus" 2733.3
"5195" "SA" "extant" "Primates" "Cebidae" "Cebus" "olivaceus" 2600
"5196" "SA" "extant" "Primates" "Cebidae" "Cebus" "apella" 2500
"5197" "SA" "extant" "Primates" "Cebidae" "Chiropotes" "satanas" 3000
"5198" "SA" "extant" "Primates" "Cebidae" "Chiropotes" "albinasus" 2900
"5199" "SA" "extant" "Primates" "Cebidae" "Lagothrix" "lagotricha" 6300
"5200" "SA" "extant" "Primates" "Cebidae" "Lagothrix" "flavicauda" 6800
"5201" "SA" "extant" "Primates" "Cebidae" "Pithecia" "monachus" 1537.5
"5202" "SA" "extant" "Primates" "Cebidae" "Pithecia" "pithecia" 1375.5
"5203" "SA" "extant" "Primates" "Cebidae" "Pithecia" "aequatorialis" 2250
"5204" "SA" "extant" "Primates" "Cebidae" "Pithecia" "albicans" 2800
"5205" "SA" "extant" "Primates" "Cebidae" "Pithecia" "irrorata" 2241
"5206" "SA" "extant" "Primates" "Cebidae" "Saimiri" "boliviensis" 615
"5207" "SA" "extant" "Primates" "Cebidae" "Saimiri" "sciureus" 743.2
"5208" "SA" "extant" "Primates" "Cebidae" "Saimiri" "oerstedii" 278.5
"5209" "SA" "extant" "Primates" "Cebidae" "Saimiri" "ustus" 1000
"5210" "SA" "extant" "Primates" "Cebidae" "Saimiri" "vanzolinii" 769.6
"5211" "SA" "extinct" "Proboscidea" "Gomphotheriidae" "Cuvieronius" "spp." 5e+06
"5212" "SA" "extinct" "Proboscidea" "Gomphotheriidae" "Haplomastodon" "chimborazi" 6e+06
"5213" "SA" "extinct" "Proboscidea" "Gomphotheriidae" "Notiomastodon" "spp." 6193000
"5214" "SA" "extinct" "Proboscidea" "Gomphotheriidae" "Stegomastodon" "superbus" 7580000
"5215" "SA" "extant" "Rodentia" "Abrocomidae" "Abrocoma" "bennetti" 250.5
"5216" "SA" "extant" "Rodentia" "Abrocomidae" "Abrocoma" "boliviensis" 158
"5217" "SA" "extant" "Rodentia" "Abrocomidae" "Abrocoma" "cinerea" 250
"5218" "SA" "extant" "Rodentia" "Agoutidae" "Agouti" "paca" 8000
"5219" "SA" "extant" "Rodentia" "Agoutidae" "Agouti" "taczanowskii" 8999.9
"5220" "SA" "extant" "Rodentia" "Caviidae" "Cavia" "fulgida" 282.5
"5221" "SA" "extant" "Rodentia" "Caviidae" "Cavia" "aperea" 549
"5222" "SA" "extant" "Rodentia" "Caviidae" "Cavia" "magna" 460
"5223" "SA" "extant" "Rodentia" "Caviidae" "Cavia" "porcellus" 728
"5224" "SA" "extant" "Rodentia" "Caviidae" "Cavia" "tschudii" 1000
"5225" "SA" "extant" "Rodentia" "Caviidae" "Dolichotis" "patagonum" 8000
"5226" "SA" "extant" "Rodentia" "Caviidae" "Dolichotis" "salinicola" 1600
"5227" "SA" "extant" "Rodentia" "Caviidae" "Galea" "musteloides" 480
"5228" "SA" "extant" "Rodentia" "Caviidae" "Galea" "flavidens" 450
"5229" "SA" "extant" "Rodentia" "Caviidae" "Galea" "spixii" 326.2
"5230" "SA" "extant" "Rodentia" "Caviidae" "Kerodon" "rupestris" 800
"5231" "SA" "extant" "Rodentia" "Caviidae" "Microcavia" "australis" 286.1
"5232" "SA" "extant" "Rodentia" "Caviidae" "Microcavia" "niata" 255.2
"5233" "SA" "extant" "Rodentia" "Caviidae" "Microcavia" "shiptoni" 185
"5234" "SA" "extant" "Rodentia" "Chinchillidae" "Chinchilla" "lanigera" 485
"5235" "SA" "extant" "Rodentia" "Chinchillidae" "Chinchilla" "brevicaudata" 500
"5236" "SA" "extant" "Rodentia" "Chinchillidae" "Lagidium" "peruanum" 1220
"5237" "SA" "extant" "Rodentia" "Chinchillidae" "Lagidium" "viscacia" 1540
"5238" "SA" "extant" "Rodentia" "Chinchillidae" "Lagidium" "wolffsohni" 2682
"5239" "SA" "extant" "Rodentia" "Chinchillidae" "Lagostomus" "maximus" 4647.5
"5240" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "australis" 361.5
"5241" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "conoveri" 860
"5242" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "fulvus" 262
"5243" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "knighti" 316
"5244" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "magellanicus" 272
"5245" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "maulinus" 215
"5246" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "peruanus" 490
"5247" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "talarum" 132.3
"5248" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "tucumanus" 217
"5249" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "argentinus" 221.3
"5250" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "azarae" 400
"5251" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "boliviensis" 535
"5252" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "bonettoi" 202.3
"5253" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "brasiliensis" 400
"5254" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "colburni" 400
"5255" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "dorsalis" 165.6
"5256" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "emilianus" 285.3
"5257" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "frater" 172.9
"5258" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "haigi" 164
"5259" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "latro" 192
"5260" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "leucodon" 243.6
"5261" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "lewisi" 117.2
"5262" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "mendocinus" 177.5
"5263" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "minutus" 92
"5264" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "nattereri" 400
"5265" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "occultus" 150
"5266" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "opimus" 361.5
"5267" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "pearsoni" 212
"5268" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "perrensis" 400
"5269" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "pontifex" 400
"5270" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "porteousi" 192.4
"5271" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "saltarius" 230
"5272" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "sericeus" 400
"5273" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "sociabilis" 400
"5274" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "steinbachi" 385
"5275" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "torquatus" 209.5
"5276" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "tuconax" 249
"5277" "SA" "extant" "Rodentia" "Ctenomyidae" "Ctenomys" "validus" 232.6
"5278" "SA" "extant" "Rodentia" "Dasyproctidae" "Dasyprocta" "azarae" 2310
"5279" "SA" "extant" "Rodentia" "Dasyproctidae" "Dasyprocta" "leporina" 3020
"5280" "SA" "extant" "Rodentia" "Dasyproctidae" "Dasyprocta" "punctata" 2675
"5281" "SA" "extant" "Rodentia" "Dasyproctidae" "Dasyprocta" "cristata" 2650
"5282" "SA" "extant" "Rodentia" "Dasyproctidae" "Dasyprocta" "fuliginosa" 3500
"5283" "SA" "extant" "Rodentia" "Dasyproctidae" "Dasyprocta" "guamara" 2650
"5284" "SA" "extant" "Rodentia" "Dasyproctidae" "Dasyprocta" "kalinowskii" 2650
"5285" "SA" "extant" "Rodentia" "Dasyproctidae" "Dasyprocta" "prymnolopha" 2900
"5286" "SA" "extant" "Rodentia" "Dasyproctidae" "Myoprocta" "acouchy" 600
"5287" "SA" "extant" "Rodentia" "Dasyproctidae" "Myoprocta" "exilis" 1280
"5288" "SA" "extant" "Rodentia" "Dinomyidae" "Dinomys" "branickii" 12500
"5289" "SA" "extant" "Rodentia" "Echimyidae" "Carterodon" "sulcidens" 113.8
"5290" "SA" "extant" "Rodentia" "Echimyidae" "Chaetomys" "subspinosus" 1300
"5291" "SA" "extant" "Rodentia" "Echimyidae" "Clyomys" "bishopi" 30
"5292" "SA" "extant" "Rodentia" "Echimyidae" "Clyomys" "laticeps" 201
"5293" "SA" "extant" "Rodentia" "Echimyidae" "Dactylomys" "boliviensis" 728.8
"5294" "SA" "extant" "Rodentia" "Echimyidae" "Dactylomys" "dactylinus" 650
"5295" "SA" "extant" "Rodentia" "Echimyidae" "Dactylomys" "peruanus" 382
"5296" "SA" "extant" "Rodentia" "Echimyidae" "Diplomys" "caniceps" 394.5
"5297" "SA" "extant" "Rodentia" "Echimyidae" "Diplomys" "labilis" 227.5
"5298" "SA" "extant" "Rodentia" "Echimyidae" "Diplomys" "rufodorsalis" 144.8
"5299" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "semivillosus" 200
"5300" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "blainvillei" 243.3
"5301" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "braziliensis" 312.5
"5302" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "chrysurus" 652.5
"5303" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "dasythrix" 260
"5304" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "grandis" 584
"5305" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "lamarum" 215.2
"5306" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "macrurus" 439
"5307" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "nigrispinus" 224.3
"5308" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "pictus" 519
"5309" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "rhipidurus" 315
"5310" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "saturnus" 626.9
"5311" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "thomasi" 560.2
"5312" "SA" "extant" "Rodentia" "Echimyidae" "Echimys" "unicolor" 439
"5313" "SA" "extant" "Rodentia" "Echimyidae" "Euryzygomatomys" "spinosus" 187.5
"5314" "SA" "extant" "Rodentia" "Echimyidae" "Hoplomys" "gymnurus" 240
"5315" "SA" "extant" "Rodentia" "Echimyidae" "Isothrix" "bistriata" 445
"5316" "SA" "extant" "Rodentia" "Echimyidae" "Isothrix" "pagurus" 210
"5317" "SA" "extant" "Rodentia" "Echimyidae" "Kannabateomys" "amblyonyx" 600
"5318" "SA" "extant" "Rodentia" "Echimyidae" "Lonchothrix" "emiliae" 138.2
"5319" "SA" "extant" "Rodentia" "Echimyidae" "Makalata" "armata" 400
"5320" "SA" "extant" "Rodentia" "Echimyidae" "Mesomys" "didelphoides" 108
"5321" "SA" "extant" "Rodentia" "Echimyidae" "Mesomys" "hispidus" 175
"5322" "SA" "extant" "Rodentia" "Echimyidae" "Mesomys" "leniceps" 108
"5323" "SA" "extant" "Rodentia" "Echimyidae" "Mesomys" "obscurus" 108
"5324" "SA" "extant" "Rodentia" "Echimyidae" "Mesomys" "stimulax" 108
"5325" "SA" "extant" "Rodentia" "Echimyidae" "Olallamys" "albicauda" 273.5
"5326" "SA" "extant" "Rodentia" "Echimyidae" "Olallamys" "edax" 206.4
"5327" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "cayennensis" 316
"5328" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "cuvieri" 330
"5329" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "guairae" 400
"5330" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "semispinosus" 360.5
"5331" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "albispinus" 285
"5332" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "amphichoricus" 285
"5333" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "bolivianus" 285
"5334" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "brevicauda" 285
"5335" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "canicollis" 285
"5336" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "chrysaeolus" 285
"5337" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "decumanus" 285
"5338" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "dimidiatus" 167.6
"5339" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "goeldii" 285
"5340" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "gorgonae" 285
"5341" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "gularis" 285
"5342" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "hendeei" 285
"5343" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "hoplomyoides" 285
"5344" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "iheringi" 203.5
"5345" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "longicaudatus" 205
"5346" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "magdalenae" 285
"5347" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "mincae" 285
"5348" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "myosuros" 285
"5349" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "oconnelli" 285
"5350" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "oris" 285
"5351" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "poliopus" 285
"5352" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "quadruplicatus" 285
"5353" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "setosus" 285
"5354" "SA" "extant" "Rodentia" "Echimyidae" "Proechimys" "simonsi" 285
